,VANTABIO.NS,Vanta Bioscience Ltd,,,,,,VANTABIO
,MEHAI.NS,Mehai Technology Ltd,,,,,,MEHAI
,IRIS.NS,IRIS Business Services Ltd,,,,,,IRIS
,SGRL.NS,Shree Ganesh Remedies Ltd,,,,,,SGRL
,STL.NS,Shreeji Translogistics Ltd,,,,,,STL
,GODREJAGRO.NS,Godrej Agrovet Ltd,,,,,,GODREJAGRO
,MASFIN.NS,MAS Financial Services Ltd,,,,,,MASFIN
,IEX.NS,Indian Energy Exchange Ltd,,,,,,IEX
,GICRE.NS,General Insurance Corporation of India,,,,,,GICRE
,SCPL.NS,Sheetal Cool Products Ltd,,,,,,SCPL
,TIINDIA.NS,Tube Investments of India Ltd,,,,,,TIINDIA
,NAM-INDIA.NS,Nippon Life India Asset Management Ltd,,,,,,NAM-INDIA
,MAHLOG.NS,Mahindra Logistics Ltd,,,,,,MAHLOG
,NIACL.NS,The New India Assurance Company Ltd,,,,,,NIACL
,IFGLEXPOR.NS,IFGL Refractories Ltd,,,,,,IFGLEXPOR
,KHADIM.NS,Khadim India Ltd,,,,,,KHADIM
,5PAISA.NS,5paisa Capital Ltd,,,,,,5PAISA
,HDFCLIFE.NS,HDFC Life Insurance Company Ltd,,,,,,HDFCLIFE
,SBRANDS.NS,Sanghvi Brands Ltd,,,,,,SBRANDS
,SHARIKA.NS,Sharika Enterprises Ltd,,,,,,SHARIKA
,ICICIB22.NS,BHARAT 22 ETF - ICICI Prudential AMC,,,,,,ICICIB22
,ASPIRA.NS,Aspira Pathlab & Diagnostics Ltd,,,,,,ASPIRA
,DNAMEDIA.NS,Diligent Media Corporation Ltd,,,,,,DNAMEDIA
,DYCL.NS,Dynamic Cables Ltd,,,,,,DYCL
,RATNABHUMI.NS,Ratnabhumi Developers Ltd,,,,,,RATNABHUMI
,SHALBY.NS,Shalby Ltd,,,,,,SHALBY
,FSC.NS,Future Supply Chain Solutions Ltd,,,,,,FSC
,MRCAGRO.NS,MRC Agrotech Ltd,,,,,,MRCAGRO
,DML.NS,Diggi Multitrade Ltd,,,,,,DML
,SADHNA.NS,Sadhna Broadcast Ltd,,,,,,SADHNA
,VITESSE.NS,Vitesse Agro Ltd,,,,,,VITESSE
,ASTRON.NS,Astron Paper & Board Mill Ltd,,,,,,ASTRON
,CHANDRIMA.NS,Chandrima Mercantiles Ltd,,,,,,CHANDRIMA
,RITHWIKFMS.NS,Rithwik Facility Management Services Ltd,,,,,,RITHWIKFMS
,JFL.NS,Jhandewalas Foods Ltd,,,,,,JFL
,7SEASL.NS,7Seas Entertainment Ltd,,,,,,7SEASL
,APOLLO.NS,Apollo Micro Systems Ltd,,,,,,APOLLO
,NEWGEN.NS,Newgen Software Technologies Ltd,,,,,,NEWGEN
,PRAXIS.NS,Praxis Home Retail Ltd,,,,,,PRAXIS
,AMBER.NS,Amber Enterprises India Ltd,,,,,,AMBER
,TIRUFOAM.NS,Tirupati Foam Ltd,,,,,,TIRUFOAM
,SRUSTEELS.NS,SRU Steels Ltd,,,,,,SRUSTEELS
,ASHOKAMET.NS,Ashoka Metcast Ltd,,,,,,ASHOKAMET
,GALAXYSURF.NS,Galaxy Surfactants Ltd,,,,,,GALAXYSURF
,GGL.NS,Gautam Gems Ltd,,,,,,GGL
,MEDICO.NS,Medico Remedies Ltd,,,,,,MEDICO
,GUJHYSPIN.NS,Gujarat Hy-Spin Ltd,,,,,,GUJHYSPIN
,LAL.NS,Lorenzini Apparels Ltd,,,,,,LAL
,KENVI.NS,Kenvi Jewels Ltd,,,,,,KENVI
,IWP.NS,The Indian Wood Products Company Ltd,,,,,,IWP
,TDSL.NS,Tasty Dairy Specialities Ltd,,,,,,TDSL
,BHATIA.NS,Bhatia Communications & Retail (India) Ltd,,,,,,BHATIA
,SHIVAMILLS.NS,Shiva Mills Ltd,,,,,,SHIVAMILLS
,ASTERDM.NS,Aster DM Healthcare Ltd,,,,,,ASTERDM
,YSL.NS,The Yamuna Syndicate Ltd,,,,,,YSL
,KTINDF4RG.NS,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,,,,,,KTINDF4RG
,KTINDF4RD.NS,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,,,,,,KTINDF4RD
,KTINDF4DG.NS,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,,,,,,KTINDF4DG
,KTINDF4DD.NS,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,,,,,,KTINDF4DD
,KANCOTEA.NS,Kanco Tea & Industries Ltd,,,,,,KANCOTEA
,ANGEL.NS,Angel Fibers Ltd,,,,,,ANGEL
,HGINFRA.NS,H.G. Infra Engineering Ltd,,,,,,HGINFRA
,INFLAME.NS,Inflame Appliances Ltd,,,,,,INFLAME
,BPLPHARMA.NS,Bharat Parenterals Ltd,,,,,,BPLPHARMA
,SHREESHAY.NS,Shreeshay Engineers Ltd,,,,,,SHREESHAY
,ACFL.NS,Apex Capital And Finance Ltd,,,,,,ACFL
,BDL.NS,Bharat Dynamics Ltd,,,,,,BDL
,ACTIVE.NS,Active Clothing Co Ltd,,,,,,ACTIVE
,RIDINGS.NS,Ridings Consulting Engineers India Ltd,,,,,,RIDINGS
,GOYALALUM.NS,Goyal Aluminiums Ltd,,,,,,GOYALALUM
,BANDHANBNK.NS,Bandhan Bank Ltd,,,,,,BANDHANBNK
,HAL.NS,Hindustan Aeronautics Ltd,,,,,,HAL
,KBCGLOBAL.NS,KBC Global Ltd,,,,,,KBCGLOBAL
,SANDHAR.NS,Sandhar Technologies Ltd,,,,,,SANDHAR
,YASHO.NS,Yasho Industries Ltd,,,,,,YASHO
,BENARA.NS,Benara Bearings and Pistons Ltd,,,,,,BENARA
,ISEC.NS,ICICI Securities Ltd,,,,,,ISEC
,MIDHANI.NS,Mishra Dhatu Nigam Ltd,,,,,,MIDHANI
,LEX.NS,Lex Nimble Solutions Ltd,,,,,,LEX
,OBCL.NS,Orissa Bengal Carrier Ltd,,,,,,OBCL
,TRL.NS,Taylormade Renewables Ltd,,,,,,TRL
,LEMONTREE.NS,Lemon Tree Hotels Ltd,,,,,,LEMONTREE
,CHEMFAB.NS,Chemfab Alkalis Ltd,,,,,,CHEMFAB
,HARDWYN.NS,Hardwyn India Ltd,,,,,,HARDWYN
,DLCL.NS,Dr Lalchandani Labs Ltd,,,,,,DLCL
,ORIENTELEC.NS,Orient Electric Ltd,,,,,,ORIENTELEC
,DHRUV.NS,Dhruv Consultancy Services Ltd,,,,,,DHRUV
,AKSHAR.NS,Akshar Spintex Ltd,,,,,,AKSHAR
,INDOUS.NS,Indo Us Bio-Tech Ltd,,,,,,INDOUS
,BSE500IETF.NS,ICICI Prudential S&P BSE 500 ETF,,,,,,BSE500IETF
,INDOSTAR.NS,Indostar Capital Finance Ltd,,,,,,INDOSTAR
,MILEFUR.NS,Milestone Furniture Ltd,,,,,,MILEFUR
,UHZAVERI.NS,U. H. Zaveri Ltd,,,,,,UHZAVERI
,PARVATI.NS,Parvati Sweetners and Power Ltd,,,,,,PARVATI
,MEGASTAR.NS,Megastar Foods Ltd,,,,,,MEGASTAR
,INNOVATORS.NS,Innovators Facade Systems Ltd,,,,,,INNOVATORS
,UCIL.NS,Unifinz Capital India Ltd,,,,,,UCIL
,ZIMLAB.NS,Zim Laboratories Ltd,,,,,,ZIMLAB
,AFFORDABLE.NS,Affordable Robotic & Automation Ltd,,,,,,AFFORDABLE
,DOLLAR.NS,Dollar Industries Ltd,,,,,,DOLLAR
,NGIL.NS,Nakoda Group of Industries Ltd,,,,,,NGIL
,PALMJEWELS.NS,Palm Jewels Ltd,,,,,,PALMJEWELS
,WAA.NS,Waa Solar Ltd,,,,,,WAA
,ADANIGREEN.NS,Adani Green Energy Ltd,,,,,,ADANIGREEN
,UNICK.NS,Unick Fix-A-Form And Printers Ltd,,,,,,UNICK
,SOLARA.NS,Solara Active Pharma Sciences Ltd,,,,,,SOLARA
,GAYAHWS.NS,Gayatri Highways Ltd,,,,,,GAYAHWS
,RITES.NS,RITES Ltd,,,,,,RITES
,FINEORG.NS,Fine Organic Industries Ltd,,,,,,FINEORG
,VARROC.NS,Varroc Engineering Ltd,,,,,,VARROC
,RAJNISH.NS,Rajnish Wellness Ltd,,,,,,RAJNISH
,STRAEXPO.NS,Sophia Traexpo Ltd,,,,,,STRAEXPO
,RAWEDGE.NS,Raw Edge Industrial Solutions Ltd,,,,,,RAWEDGE
,TCNSBRANDS.NS,TCNS Clothing Co. Ltd,,,,,,TCNSBRANDS
,SUPERSHAKT.NS,Supershakti Metaliks Ltd,,,,,,SUPERSHAKT
,ASHNI.NS,Ashnisha Industries Ltd,,,,,,ASHNI
,GFIL.NS,Ganesh Films India Ltd,,,,,,GFIL
,HDFCAMC.NS,HDFC Asset Management Company Ltd,,,,,,HDFCAMC
,VIVANTA.NS,Vivanta Industries Ltd,,,,,,VIVANTA
,TINNATFL.NS,Tinna Trade Ltd,,,,,,TINNATFL
,CREDITACC.NS,CreditAccess Grameen Ltd,,,,,,CREDITACC
,AMINTAN.NS,Amin Tannery Ltd,,,,,,AMINTAN
,DEEP.NS,Deep Polymers Ltd,,,,,,DEEP
,SMEL.NS,Sungold Media and Entertainment Ltd,,,,,,SMEL
,NEXT50IETF.NS,ICICI Prudential Nifty Next 50 ETF,,,,,,NEXT50IETF
,ASRL.NS,Add-Shop ERetail Ltd,,,,,,ASRL
,SPACEINCUBA.NS,Space Incubatrics Technologies Ltd,,,,,,SPACEINCUBA
,SGIL.NS,Synergy Green Industries Ltd,,,,,,SGIL
,RANJEET.NS,Ranjeet Mechatronics Ltd,,,,,,RANJEET
,IRCON.NS,IRCON International Ltd,,,,,,IRCON
,SKYGOLD.NS,Sky Gold Ltd,,,,,,SKYGOLD
,SETFSN50.NS,SBI - ETF - SENSEX NEXT 50,,,,,,SETFSN50
,MACH.NS,Mac Hotels Ltd,,,,,,MACH
,MANORAMA.NS,Manorama Industries Ltd,,,,,,MANORAMA
,INNOVATIVE.NS,Innovative Ideals and Services (India) Ltd,,,,,,INNOVATIVE
,AAVAS.NS,AAVAS Financiers Ltd,,,,,,AAVAS
,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,,,,,,GRSE
,AAL.NS,A-1 Acid Ltd,,,,,,AAL
,DOLFIN.NS,Dolfin Rubbers Ltd,,,,,,DOLFIN
,SHUBHAM.NS,Shubham Polyspin Ltd,,,,,,SHUBHAM
,AKI.NS,AKI India Ltd,,,,,,AKI
,SUNRETAIL.NS,Sun Retail Ltd,,,,,,SUNRETAIL
,SMGOLD.NS,S. M. Gold Ltd,,,,,,SMGOLD
,VIVIDM.NS,Vivid Mercantile Ltd,,,,,,VIVIDM
,BCPL.NS,BCPL Railway Infrastructure Ltd,,,,,,BCPL
,ATGL.NS,Adani Total Gas Ltd,,,,,,ATGL
,PHOSPHATE.NS,The Phosphate Company Ltd,,,,,,PHOSPHATE
,NIFTYETF.NS,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),,,,,,NIFTYETF
,TECHNOE.NS,Techno Electric & Engineering Company Ltd,,,,,,TECHNOE
,RONI.NS,Roni Households Ltd,,,,,,RONI
,SKIFL.NS,Shree Krishna Infrastructure Ltd,,,,,,SKIFL
,DGL.NS,Diksha Greens Ltd,,,,,,DGL
,ARYAN.NS,Aryan Share and Stock Brokers Ltd,,,,,,ARYAN
,NIVAKA.NS,Nivaka Fashions Ltd,,,,,,NIVAKA
,DALBHARAT.NS,Dalmia Bharat Ltd,,,,,,DALBHARAT
,ABSLNN50ET.NS,Aditya Birla Sun Life Nifty Next 50 ETF,,,,,,ABSLNN50ET
,NILASPACES.NS,Nila Spaces Ltd,,,,,,NILASPACES
,SRD.NS,Shankar Lal Rampal Dye-Chem Ltd,,,,,,SRD
,TREJHARA.NS,Trejhara Solutions Ltd,,,,,,TREJHARA
,DECCAN.NS,Deccan Health Care Ltd,,,,,,DECCAN
,AXITA.NS,Axita Cotton Ltd,,,,,,AXITA
,KPIGREEN.NS,KPI Green Energy Ltd,,,,,,KPIGREEN
,HIKLASS.NS,Hi-Klass Trading and Investment Ltd,,,,,,HIKLASS
,RPSGVENT.NS,RPSG Ventures Ltd,,,,,,RPSGVENT
,SPENCERS.NS,Spencers Retail Ltd,,,,,,SPENCERS
,GLOSTERLTD.NS,Gloster Ltd,,,,,,GLOSTERLTD
,XELPMOC.NS,Xelpmoc Design and Tech Ltd,,,,,,XELPMOC
,SPACAPS.NS,SPA Capital Services Ltd,,,,,,SPACAPS
,AARSHYAM.NS,Aar Shyam India Investment Company Ltd,,,,,,AARSHYAM
,RITCO.NS,Ritco Logistics Ltd,,,,,,RITCO
,CHALET.NS,Chalet Hotels Ltd,,,,,,CHALET
,ANMOL.NS,Anmol India Ltd,,,,,,ANMOL
,JONJUA.NS,Jonjua Overseas Ltd,,,,,,JONJUA
,KRANTI.NS,Kranti Industries Ltd,,,,,,KRANTI
,ANUP.NS,The Anup Engineering Ltd,,,,,,ANUP
,ARVINDFASN.NS,Arvind Fashions Ltd,,,,,,ARVINDFASN
,UTISXN50.NS,UTI S&P BSE Sensex Next 50 ETF,,,,,,UTISXN50
,AIHL.NS,Ambassador Intra Holdings Ltd,,,,,,AIHL
,JYOTIN.NS,Jyot International Marketing Ltd,,,,,,JYOTIN
,AGOL.NS,Ashapuri Gold Ornament Ltd,,,,,,AGOL
,AARTECH.NS,Aartech Solonics Ltd,,,,,,AARTECH
,HBEL.NS,Humming Bird Education Ltd,,,,,,HBEL
,MSTCLTD.NS,MSTC Ltd,,,,,,MSTCLTD
,ROOPSHRI.NS,Roopshri Resorts Ltd,,,,,,ROOPSHRI
,CHANDNIMACH.NS,Chandni Machines Ltd,,,,,,CHANDNIMACH
,NSL.NS,Northern Spirits Ltd,,,,,,NSL
,RVNL.NS,Rail Vikas Nigam Ltd,,,,,,RVNL
,METROPOLIS.NS,Metropolis Healthcare Ltd,,,,,,METROPOLIS
,KPITTECH.NS,KPIT Technologies Ltd,,,,,,KPITTECH
,POLYCAB.NS,Polycab India Ltd,,,,,,POLYCAB
,VRFILMS.NS,V R Films & Studios Ltd,,,,,,VRFILMS
,VIKASLIFE.NS,Vikas Lifecare Ltd,,,,,,VIKASLIFE
,NEOGEN.NS,Neogen Chemicals Ltd,,,,,,NEOGEN
,GKP.NS,G. K. P. Printing & Packaging Ltd,,,,,,GKP
,WORL.NS,White Organic Retail Ltd,,,,,,WORL
,EVANS.NS,Evans Electric Ltd,,,,,,EVANS
,BMW.NS,BMW Industries Ltd,,,,,,BMW
,AEPL.NS,Artemis Electricals and Projects Ltd,,,,,,AEPL
,CHCL.NS,Cian Healthcare Ltd,,,,,,CHCL
,DEL.NS,Dhanashree Electronics Ltd,,,,,,DEL
,HARISH.NS,Harish Textile Engineers Ltd,,,,,,HARISH
,PPL.NS,Prakash Pipes Ltd,,,,,,PPL
,DGCONTENT.NS,Digicontent Ltd,,,,,,DGCONTENT
,PARSHVA.NS,Parshva Enterprises Ltd,,,,,,PARSHVA
,ARL.NS,Anand Rayons Ltd,,,,,,ARL
,EARUM.NS,Earum Pharmaceuticals Ltd,,,,,,EARUM
,SBC.NS,SBC Exports Ltd,,,,,,SBC
,INDIAMART.NS,IndiaMART InterMESH Ltd,,,,,,INDIAMART
,SKIEL.NS,SK International Export Ltd,,,,,,SKIEL
,DCMNVL.NS,DCM Nouvelle Ltd,,,,,,DCMNVL
,BANKIETF.NS,ICICI Prudential Nifty Bank ETF,,,,,,BANKIETF
,SNXT50BEES.NS,Nippon India ETF S&P BSE Sensex Next 50,,,,,,SNXT50BEES
,AFFLE.NS,Affle (India) Ltd,,,,,,AFFLE
,SEACOAST.NS,Seacoast Shipping Services Ltd,,,,,,SEACOAST
,PVTBANIETF.NS,ICICI Prudential Nifty Private Bank ETF,,,,,,PVTBANIETF
,SPANDANA.NS,Spandana Sphoorty Financial Ltd,,,,,,SPANDANA
,SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd,,,,,,SWSOLAR
,ALPHALOGIC.NS,Alphalogic Techsys Ltd,,,,,,ALPHALOGIC
,NOVATEOR.NS,Novateor Research Laboratories Ltd,,,,,,NOVATEOR
,360ONE.NS,360 ONE WAM LTD,,,,,,360ONE
,IIFLSEC.NS,IIFL Securities Ltd,,,,,,IIFLSEC
,MUFIN.NS,Mufin Green Finance Ltd,,,,,,MUFIN
,MISQUITA.NS,Misquita Engineering Ltd,,,,,,MISQUITA
,GALACTICO.NS,Galactico Corporate Services Ltd,,,,,,GALACTICO
,VEL.NS,Vaxfab Enterprises Ltd,,,,,,VEL
,NIESSPJ.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,,,,,,NIESSPJ
,NIESSPI.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPI
,NIESSPB.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,,,,,,NIESSPB
,NIESSPO.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,NIESSPO
,NIESSPC.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIESSPC
,NIESSPP.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPP
,NIESSPA.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,,,,,,NIESSPA
,NIESSPG.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPG
,FLUOROCHEM.NS,Gujarat Fluorochemicals Ltd,,,,,,FLUOROCHEM
,NIEHSPA.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPA
,NIEHSPB.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPB
,NIEHSPC.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPC
,NIEHSPF.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPF
,NIEHSPI.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPI
,NIEHSPK.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPK
,NIEHSPM.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPM
,NIEHSPN.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPN
,IRCTC.NS,Indian Railway Catering and Tourism Corporation Ltd,,,,,,IRCTC
,NIESSPD.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPD
,NIESSPE.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,,,,,,NIESSPE
,NIESSPF.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIESSPF
,NIEHSPD.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,,,,,,NIEHSPD
,NIESSPH.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIESSPH
,NIEHSPE.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPE
,NIESSPK.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPK
,NIEHSPG.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,,,,,,NIEHSPG
,NIEHSPH.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPH
,NIEHSPJ.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,,,,,,NIEHSPJ
,NIEHSPL.NS,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,,,,,,NIEHSPL
,NIESSPL.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,,,,,,NIESSPL
,NIESSPM.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,,,,,,NIESSPM
,NIESSPN.NS,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,,,,,,NIESSPN
,GOBLIN.NS,Goblin India Ltd,,,,,,GOBLIN
,GENSOL.NS,Gensol Engineering Ltd,,,,,,GENSOL
,VISHWARAJ.NS,Vishwaraj Sugar Industries Ltd,,,,,,VISHWARAJ
,GREENPANEL.NS,Greenpanel Industries Ltd,,,,,,GREENPANEL
,SHAHLON.NS,Shahlon Silk Industries Ltd,,,,,,SHAHLON
,ABSLBANETF.NS,Aditya Birla Sun Life Nifty Bank ETF,,,,,,ABSLBANETF
,MOUNT.NS,Mount Housing and Infrastructure Ltd,,,,,,MOUNT
,ANUROOP.NS,Anuroop Packaging Ltd,,,,,,ANUROOP
,COLABCLOUD.NS,Colab Cloud Platforms Ltd,,,,,,COLABCLOUD
,CSBBANK.NS,CSB Bank Ltd,,,,,,CSBBANK
,UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd,,,,,,UJJIVANSFB
,HINDWAREAP.NS,Hindware Home Innovation Ltd,,,,,,HINDWAREAP
,EASUN.NS,Easun Capital Markets Ltd,,,,,,EASUN
,PRINCEPIPE.NS,Prince Pipes and Fittings Ltd,,,,,,PRINCEPIPE
,ASSAMENT.NS,Assam Entrade Ltd,,,,,,ASSAMENT
,GIANLIFE.NS,Gian Life Care Ltd,,,,,,GIANLIFE
,ARTEMISMED.NS,Artemis Medicare Services Ltd,,,,,,ARTEMISMED
,SUMICHEM.NS,Sumitomo Chemical India Ltd,,,,,,SUMICHEM
,MIDCAPIETF.NS,ICICI Prudential Nifty Midcap 150 ETF,,,,,,MIDCAPIETF
,NEXT50.NS,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),,,,,,NEXT50
,JANUSCORP.NS,Janus Corporation Ltd,,,,,,JANUSCORP
,VARDHANCFL.NS,Vardhan Capital & Finance Ltd,,,,,,VARDHANCFL
,UNIVPHOTO.NS,Universus Photo Imagings Ltd,,,,,,UNIVPHOTO
,CBPL.NS,Chandra Bhagat Pharma Ltd,,,,,,CBPL
,ICLORGANIC.NS,ICL Organic Dairy Products Ltd,,,,,,ICLORGANIC
,OCTAVIUSPL.NS,Octavius Plantations Ltd,,,,,,OCTAVIUSPL
,SUVENPHAR.NS,Suven Pharmaceuticals Ltd,,,,,,SUVENPHAR
,SMAUTO.NS,SM Auto Stamping Ltd,,,,,,SMAUTO
,SBICARD.NS,SBI Cards and Payment Services Ltd,,,,,,SBICARD
,08MPD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08MPD
,08ADR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),,,,,,08ADR
,08MPR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08MPR
,08AMD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08AMD
,08AMR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08AMR
,08BPB.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),,,,,,08BPB
,08GPG.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),,,,,,08GPG
,08ABB.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),,,,,,08ABB
,08QPD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08QPD
,08AGG.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),,,,,,08AGG
,08QPR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08QPR
,08AQD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08AQD
,08DPD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),,,,,,08DPD
,08AQR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),,,,,,08AQR
,08DPR.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),,,,,,08DPR
,08ADD.NS,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),,,,,,08ADD
,ROJL.NS,RO Jewels Ltd,,,,,,ROJL
,COSPOWER.NS,Cospower Engineering Ltd,,,,,,COSPOWER
